FlowDuration,BwdPacketLengthStd,DstPort,TotalLengthofFwdPacket,FlowIATMax,PacketLengthVariance,PacketLengthStd,BwdPacketLengthMax,FlowPackets/s,RSTFlagCount,PacketLengthMax,FwdPacketLengthMax,BwdPacketLengthMean,PacketLengthMean,SubflowFwdBytes,BwdSegmentSizeAvg,FwdPackets/s,FwdPacketLengthMean,AveragePacketSize,FwdSegmentSizeAvg,FlowBytes/s,FwdRSTFlags,FwdPacketLengthStd,SubflowBwdBytes,TotalLengthofBwdPacket,FlowIATMean,BwdInitWinBytes,FwdIATMax,FwdIATStd,FwdHeaderLength,BwdBulkRateAvg,BwdHeaderLength,FwdIATTotal,FwdSegSizeMin,FWDInitWinBytes,BwdPackets/s
0.0006965333507466,0.0033693118882849,0.1233041859329457,0.005698334422667,0.0005946513181437,0.3503316466602597,0.5918882045287435,0.0065540194572452,0.0002073653996962,0.0,0.5294117647058824,0.5294117647058824,0.0010316368638239,0.6646512104799702,0.7934721440630276,0.0010316368638239,0.0001196386911527,0.6349147259977491,0.6646512104799701,0.6349147259977491,0.00347410898139,0.0,0.487174798767318,0.000956937799043,1.9528498947741162e-07,2.3745230317223e-05,0.019501029983978,0.0006391673644243,0.0002103982529944,0.5059887558054265,0.0,0.5106044862783449,0.0006965416782756,0.4545454545454546,0.1250019073777371,0.0001914219058443
0.0007428750185718,0.009529853136555,0.1233041859329457,1.5151218484300075e-05,0.0007200599294661,0.0002429932855256,0.0155882418997663,0.0065540194572452,3.3644326599046024e-05,0.0,0.007856567284448,0.007856567284448,0.0082530949105914,0.0168835920756886,0.0118176702307259,0.0082530949105914,2.804388306822516e-05,0.0067526621071768,0.0168835920756886,0.0067526621071768,1.4321224080690473e-05,0.0,0.0122540778555365,0.0066985645933014,1.9528498947741162e-07,0.0001614890637327,0.003616388189517,0.0007299924635751,0.0005231758765507,0.5014055243216817,0.0,0.502047552105617,0.0007428833457147,0.4545454545454546,0.1250019073777371,2.2435106454580124e-05
0.0005438666802633,0.009529853136555,0.1233041859329457,7.948562312532809e-05,0.0005228344922831,0.0051968297847773,0.0720890406703911,0.0065540194572452,4.595811151530935e-05,0.0,0.0412167606768734,0.0412167606768734,0.0082530949105914,0.0601641315142961,0.0635903207653348,0.0082530949105914,3.8305370412931895e-05,0.0354255042853432,0.0601641315142961,0.0354255042853432,6.970668987396775e-05,0.0,0.0642867776728916,0.0066985645933014,1.9528498947741162e-07,0.0001182264004427,0.0037384603646906,0.0005330172485438,0.0003816640761516,0.5014055243216817,0.0,0.502047552105617,0.0005438750090645,0.4545454545454546,0.1250019073777371,3.064429633034551e-05
0.0017715500442887,0.0084760233156009,0.1233041859329457,1.5073519927970333e-05,0.0017472122063203,0.0002017035185001,0.0142022363908012,0.0065540194572452,1.7239507272439656e-05,0.0,0.0078162771958098,0.0078162771958098,0.0067572214580467,0.0138993827248492,0.0095666854248733,0.0067572214580467,1.4111869493430923e-05,0.0055983608922748,0.0138993827248492,0.0055983608922748,6.042631864776088e-06,0.0,0.0111290253282304,0.0052631578947368,1.9986198141828848e-07,0.000308089727818,0.003616388189517,0.0017517519123291,0.0011263507574509,0.5017110730872647,0.0,0.5023531568975002,0.0017715333628588,0.4545454545454546,0.1250019073777371,1.175989124452577e-05
0.0014734333701691,0.0023640656089334,0.1233041859329457,0.0113985336106861,0.0012831945110811,0.5419067787383579,0.7361431781510699,0.0065540194572452,0.0001790886048175,0.0,0.7647058823529412,0.7647058823529412,0.0005078827637287,0.7271031585550048,0.8688801350590883,0.0005078827637287,8.483539106287433e-05,0.846691484142787,0.7271031585550045,0.846691484142787,0.0032823136942718,0.0,0.6557275185548052,0.0004784688995215,1.9528498947741162e-07,2.7253457753312785e-05,0.019150072480354,0.0013986681935461,0.0003737775910185,0.5090442434612563,0.0,0.5206894444104884,0.001473441691224,0.4545454545454546,0.1250019073777371,0.0001838100139695
0.0005555500138887,0.009529853136555,0.1233041859329457,1.5151218484300075e-05,0.0005342678509604,0.0002429932855256,0.0155882418997663,0.0065540194572452,4.499144201286046e-05,0.0,0.007856567284448,0.007856567284448,0.0082530949105914,0.0168835920756886,0.0118176702307259,0.0082530949105914,3.749981250093749e-05,0.0067526621071768,0.0168835920756886,0.0067526621071768,1.9150101877949105e-05,0.0,0.0122540778555365,0.0066985645933014,1.9528498947741162e-07,0.0001207662544661,0.003616388189517,0.0005443505942493,0.0003897514220282,0.5014055243216817,0.0,0.502047552105617,0.0005555583425926,0.4545454545454546,0.1250019073777371,2.999985000075e-05
0.0019340667150183,0.0084760233156009,0.1233041859329457,1.5073519927970333e-05,0.0019084125636478,0.0002017035185001,0.0142022363908012,0.0065540194572452,1.5790203823859618e-05,0.0,0.0078162771958098,0.0078162771958098,0.0067572214580467,0.0138993827248492,0.0095666854248733,0.0067572214580467,1.292607577265618e-05,0.0055983608922748,0.0138993827248492,0.0055983608922748,5.534880930320498e-06,0.0,0.0111290253282304,0.0052631578947368,1.9986198141828848e-07,0.0003363534842597,0.003616388189517,0.001913727089152,0.0012307008251418,0.5017110730872647,0.0,0.5023531568975002,0.0019340750322345,0.4545454545454546,0.1250019073777371,1.0771729810546817e-05
0.0005511250137781,0.009529853136555,0.1233041859329457,1.522891704062982e-05,0.0005289345058048,0.000244804296539,0.0156462230758421,0.0065540194572452,4.535274116498219e-05,0.0,0.0078968573730862,0.0078968573730862,0.0082530949105914,0.0169358632585855,0.0118176702307259,0.0082530949105914,3.780089512519656e-05,0.0067872911436239,0.0169358632585855,0.0067872911436239,1.9363620585871443e-05,0.0,0.0123169192804367,0.0066985645933014,1.9528498947741162e-07,0.0001198042983417,0.003616388189517,0.000539833922652,0.0003864721709322,0.5014055243216817,0.0,0.502047552105617,0.0005511333425188,0.4545454545454546,0.1250019073777371,3.024071610015725e-05
0.0005986583482997,0.009529853136555,0.1233041859329457,1.5151218484300075e-05,0.0005735512713719,0.0002429932855256,0.0155882418997663,0.0065540194572452,4.175113246357466e-05,0.0,0.007856567284448,0.007856567284448,0.0082530949105914,0.0168835920756886,0.0118176702307259,0.0082530949105914,3.479955456570155e-05,0.0067526621071768,0.0168835920756886,0.0067526621071768,1.7771155928413603e-05,0.0,0.0122540778555365,0.0066985645933014,1.9528498947741162e-07,0.0001301376274069,0.003616388189517,0.0005845839715041,0.0004180689428082,0.5014055243216817,0.0,0.502047552105617,0.0005986666766444,0.4545454545454546,0.1250019073777371,2.7839643652561245e-05
0.0010540666930183,0.0028412532571902,0.1233041859329457,0.0076348155420733,0.0009561437861187,0.4798307194216105,0.6926981445201152,0.0065540194572452,0.0001897314874907,0.0,0.8823529411764706,0.8823529411764706,0.000733608436497,0.6428702106528673,0.7675858187957232,0.000733608436497,0.0001067286483409,0.6301330332150175,0.6428702106528671,0.6301330332150175,0.0030745225326503,0.0,0.6327505682450449,0.0004784688995215,1.9528498947741162e-07,2.581209384960769e-05,0.0205386434729533,0.0009896260803418,0.0002791179719611,0.5081275971645074,0.0,0.5145773485728257,0.0010540750175679,0.4545454545454546,0.1250019073777371,0.0001778810805682
