FlowDuration,BwdPacketLengthStd,DstPort,TotalLengthofFwdPacket,FlowIATMax,PacketLengthVariance,PacketLengthStd,BwdPacketLengthMax,FlowPackets/s,RSTFlagCount,PacketLengthMax,FwdPacketLengthMax,BwdPacketLengthMean,PacketLengthMean,SubflowFwdBytes,BwdSegmentSizeAvg,FwdPackets/s,FwdPacketLengthMean,AveragePacketSize,FwdSegmentSizeAvg,FlowBytes/s,FwdRSTFlags,FwdPacketLengthStd,SubflowBwdBytes,TotalLengthofBwdPacket,FlowIATMean,BwdInitWinBytes,FwdIATMax,FwdIATStd,FwdHeaderLength,BwdBulkRateAvg,BwdHeaderLength,FwdIATTotal,FwdSegSizeMin,FWDInitWinBytes,BwdPackets/s
0.0712073184468496,0.00211924817003,0.0003204688000732,9.634620984888251e-06,0.0245422794020526,7.014394693038524e-06,0.0026484702552678,0.0017409114183307,1.0839387930896969e-06,0.0105263157894736,0.0013698630136986,0.0009669621273166,0.0028521725058661,0.0052420529133717,0.0022509848058525,0.0028521725058661,6.436603724874279e-07,0.0019518184179252,0.0052420529133717,0.0019518184179252,1.443205434538825e-07,0.0,0.0013552360613129,0.0028708133971291,2.868248282949483e-07,0.0045866140475579,0.0,0.0249068105232681,0.0165310683425164,0.5051943290149107,0.0,0.5087097365686695,0.0712069345201155,0.7272727272727273,0.4455634393835355,9.947478483896611e-07
0.1002872191738471,0.0323547054568784,0.0003357292191243,0.0001560187011101,0.019335684527434,0.0016081032726877,0.040101162984229,0.0499743983614951,1.5150688352805393e-06,0.0,0.0393231265108783,0.0257856567284448,0.0214533575090659,0.0406546252868974,0.020258863252673,0.0214533575090659,9.14041311509683e-07,0.0158034329967495,0.0406546252868975,0.0158034329967495,1.5610630088413668e-06,0.0,0.01941703580193,0.023444976076555,4.187947625902304e-06,0.0032298537383937,0.003768978408484,0.0199430634378442,0.0111677999807476,0.5105719872891713,0.0,0.5168999449911374,0.1002865933381098,0.7272727272727273,0.4455634393835355,1.3710619672645245e-06
0.0909813272745331,0.0323547054568784,0.0003357292191243,0.0001560187011101,0.0190026587892269,0.0016081032726877,0.040101162984229,0.0499743983614951,1.6708877852235744e-06,0.0,0.0393231265108783,0.0257856567284448,0.0214533575090659,0.0406546252868974,0.020258863252673,0.0214533575090659,1.0075326806964066e-06,0.0158034329967495,0.0406546252868975,0.0158034329967495,1.7207340392921385e-06,0.0,0.01941703580193,0.023444976076555,4.187947625902304e-06,0.0029301472062542,0.003768978408484,0.0194326962140267,0.0102166625389855,0.5105719872891713,0.0,0.5168999449911374,0.0909804181830069,0.7272727272727273,0.4455634393835355,1.51129902104461e-06
0.080703493684254,0.00211924817003,0.0003204688000732,9.634620984888251e-06,0.0286097634183089,7.011031627089808e-06,0.0026478352718947,0.0017409114183307,9.554139144368251e-07,0.0105263157894736,0.0013698630136986,0.0009266720386784,0.0028521725058661,0.0052420529133717,0.0022509848058525,0.0028521725058661,5.679224981981369e-07,0.0019518184179252,0.0052420529133717,0.0019518184179252,1.273387132143864e-07,0.0,0.0013537783190757,0.0028708133971291,2.868248282949483e-07,0.0051982836821903,0.0,0.0290104483364061,0.0187886100323196,0.5051943290149107,0.0,0.5087097365686695,0.0807031180117186,0.7272727272727273,0.4455634393835355,8.776984063062114e-07
0.0788071519701788,0.00211924817003,0.0003204688000732,9.090731090580046e-06,0.0298036827314967,6.7844450587949925e-06,0.0026046967306761,0.0017409114183307,9.786046265179588e-07,0.0105263157894736,0.0013698630136986,0.0009266720386784,0.0028521725058661,0.0051244427518537,0.0022509848058525,0.0028521725058661,5.815884534177785e-07,0.0018416351201391,0.0051244427518537,0.0018416351201391,1.2747716729602766e-07,0.0,0.0012509591147782,0.0028708133971291,2.868248282949483e-07,0.0050761361212631,0.0,0.0301747412740925,0.018412836317189,0.5051943290149107,0.0,0.5087097365686695,0.0788067929801132,0.7272727272727273,0.4455634393835355,8.98818518918385e-07
0.069238201730955,0.00211924817003,0.0003204688000732,9.479223872228764e-06,0.0261746330204365,6.944490965104477e-06,0.0026352402101335,0.0017409114183307,1.1150027295979517e-06,0.0105263157894736,0.0013698630136986,0.0009266720386784,0.0028521725058661,0.0052084500100808,0.0022509848058525,0.0028521725058661,6.619659063486742e-07,0.0019203374757006,0.0052084500100808,0.0019203374757006,1.474735400417456e-07,0.0,0.0013248286152474,0.0028708133971291,2.868248282949483e-07,0.0044597788879227,0.0,0.0265287956272685,0.0162771415309532,0.5051943290149107,0.0,0.5087097365686695,0.0692378094872968,0.7272727272727273,0.4455634393835355,1.0230382189024964e-06
0.0731705101625961,0.00211924817003,0.0003204688000732,9.79001809754774e-06,0.0268289594708601,7.097270246774766e-06,0.0026640702405857,0.0017409114183307,1.054632732496271e-06,0.0105263157894736,0.0013698630136986,0.0010072522159548,0.0028521725058661,0.0052756558166625,0.0022509848058525,0.0028521725058661,6.263907297816447e-07,0.0019832993601498,0.0052756558166625,0.0019832993601498,1.4134868066937584e-07,0.0,0.0013901506632279,0.0028708133971291,2.868248282949483e-07,0.0047130675648387,0.0,0.0271844380096781,0.0171066514145565,0.5051943290149107,0.0,0.5087097365686695,0.0731701178861686,0.7272727272727273,0.4455634393835355,9.680584005716329e-07
0.0808169686870908,0.00211924817003,0.0003204688000732,9.556922428558509e-06,0.0297395242559454,6.986229015718018e-06,0.0026431475584458,0.0017409114183307,9.54060718250787e-07,0.0105263157894736,0.0013698630136986,0.0009669621273166,0.0028521725058661,0.0052252514617262,0.0022509848058525,0.0028521725058661,5.671250790237241e-07,0.0019360779468129,0.0052252514617262,0.0019360779468129,1.267523532708431e-07,0.0,0.0013431289633645,0.0028708133971291,2.868248282949483e-07,0.0052055928579153,0.0,0.0301123495393149,0.0188528335534702,0.5051943290149107,0.0,0.5087097365686695,0.0808161096802684,0.7272727272727273,0.4455634393835355,8.764660312184827e-07
0.0754601185531696,0.00211924817003,0.0003204688000732,9.40152531589902e-06,0.0267914093876241,6.9059958709414814e-06,0.0026279261540122,0.0017409114183307,1.0223802543708572e-06,0.0105263157894736,0.0013698630136986,0.0009266720386784,0.0028521725058661,0.0051916485584354,0.0022509848058525,0.0028521725058661,6.07384805330409e-07,0.0019045970045883,0.0051916485584354,0.0019045970045883,1.3487740197419792e-07,0.0,0.0013076453448658,0.0028708133971291,2.868248282949483e-07,0.0048605463015617,0.0,0.0271504129725341,0.0172156617355576,0.5051943290149107,0.0,0.5087097365686695,0.075459742924329,0.7272727272727273,0.4455634393835355,9.386856082379048e-07
0.0712024101133936,0.00211924817003,0.0003204688000732,9.40152531589902e-06,0.0250752305834277,6.916085068787634e-06,0.002629845065548,0.0017409114183307,1.084014088790111e-06,0.0105263157894736,0.0013698630136986,0.0009266720386784,0.0028521725058661,0.0051916485584354,0.0022509848058525,0.0028521725058661,6.437047431676593e-07,0.0019045970045883,0.0051916485584354,0.0019045970045883,1.4294269898584746e-07,0.0,0.0013121674748292,0.0028708133971291,2.868248282949483e-07,0.0045862978909521,0.0,0.0254487694482399,0.0165561141599382,0.5051943290149107,0.0,0.5087097365686695,0.0712020345200339,0.7272727272727273,0.4455634393835355,9.9481642125911e-07
