FlowDuration,BwdPacketLengthStd,DstPort,TotalLengthofFwdPacket,FlowIATMax,PacketLengthVariance,PacketLengthStd,BwdPacketLengthMax,FlowPackets/s,RSTFlagCount,PacketLengthMax,FwdPacketLengthMax,BwdPacketLengthMean,PacketLengthMean,SubflowFwdBytes,BwdSegmentSizeAvg,FwdPackets/s,FwdPacketLengthMean,AveragePacketSize,FwdSegmentSizeAvg,FlowBytes/s,FwdRSTFlags,FwdPacketLengthStd,SubflowBwdBytes,TotalLengthofBwdPacket,FlowIATMean,BwdInitWinBytes,FwdIATMax,FwdIATStd,FwdHeaderLength,BwdBulkRateAvg,BwdHeaderLength,FwdIATTotal,FwdSegSizeMin,FWDInitWinBytes
0.08195998,0.011963137,6.2102765e-05,4.160757e-05,0.025887132,0.0005595136,0.018170018,0.017064542,4.050076e-06,0.00576687,0.014550641,0.009834234,0.009340183,0.0155292945,0.008290505,0.009451653,2.2716044e-06,0.0053498666,0.015977876,0.0072811595,1.7576256e-06,1.5450494e-06,0.0072011068,0.009005147,2.5689171e-06,0.004499911,0.001186562,0.024455748,0.016800487,0.49843168,2.2244262e-06,0.5041261,0.08258431,0.7124851,0.44156834
0.07551887,0.00067030033,0.0001969815,2.5312678e-05,0.026213732,9.790165e-06,0.0014236579,0.0003146761,2.31552e-06,0.010896427,0.0002635575,0.00014051146,0.0024848627,0.005085293,0.001817707,0.0019105823,1.2986933e-06,0.001270545,0.004235807,0.0014618057,1.2775316e-06,1.1717063e-06,0.0008885759,0.0025291028,1.2311929e-06,0.004842256,3.4623918e-05,0.027276393,0.01752602,0.5046895,2.0653988e-06,0.50909716,0.073560454,0.72954994,0.44463977
0.07686014,9.114614e-06,0.00043138838,6.454605e-06,0.024395786,2.6225456e-08,0.000115148156,1.2733e-06,3.0843219e-06,0.010463585,1.1100299e-06,3.45243e-07,0.0019571676,0.0038452228,0.00060871406,0.000221583,2.2058425e-06,0.0005358835,0.004445789,0.0003975774,1.862363e-06,1.3796399e-06,0.00020303536,0.0013995563,1.6706158e-06,0.0054973844,1.2420766e-07,0.025823222,0.017600011,0.5061815,2.0452921e-06,0.509024,0.0727292,0.731614,0.4434402
0.07599314,0.00064915884,0.00020034671,2.6244072e-05,0.02613888,1.1802064e-05,0.0016751677,0.00041137743,2.5739714e-06,0.010552858,0.00034877844,0.0001458082,0.0031557009,0.006338753,0.0023885123,0.0021129658,1.4523425e-06,0.0014726727,0.0049535884,0.0017752692,1.5029616e-06,1.3742572e-06,0.0012396979,0.0027963852,1.3256548e-06,0.004968005,3.235376e-05,0.027198954,0.017772947,0.50605714,2.3321682e-06,0.50908214,0.07406989,0.72913045,0.445065
0.10253673,0.03391625,0.00017576921,0.000117380485,0.018554088,0.001874769,0.03994043,0.049204584,4.924199e-06,0.00049795053,0.039574657,0.023467334,0.022652226,0.042080943,0.020440977,0.024139581,2.3999926e-06,0.021295687,0.042462885,0.016760608,2.2768534e-06,1.6719259e-06,0.018929372,0.02453017,3.041544e-06,0.0023650369,0.0046935673,0.019096347,0.010850199,0.5133832,2.82981e-06,0.52225256,0.10397215,0.73342735,0.44815618
0.07592622,0.00020635143,0.00028142647,1.9287882e-05,0.02574549,1.8604208e-06,0.0006974383,6.3998334e-05,2.9431512e-06,0.010871185,5.8728037e-05,2.5787187e-05,0.0022580577,0.004849948,0.0013812969,0.0010111247,1.934137e-06,0.00094725704,0.004559874,0.001158792,1.65582e-06,1.4764972e-06,0.00053899724,0.0023520119,1.4564106e-06,0.0054694926,6.51666e-06,0.027250074,0.017950954,0.5027269,2.3532718e-06,0.5054382,0.0742439,0.72634965,0.44224688
0.10137644,0.032608565,0.00020811077,0.00013206086,0.018744234,0.0018002198,0.041468594,0.050362155,6.4140263e-06,0.0006847526,0.039164446,0.024210904,0.022287542,0.040255744,0.02008842,0.022612732,3.055406e-06,0.018487673,0.042174943,0.015997313,2.8438105e-06,2.0827556e-06,0.019102376,0.02282928,3.3607532e-06,0.0026904037,0.0041686287,0.019318905,0.011498378,0.5090273,3.1297723e-06,0.51680326,0.10216309,0.7266666,0.44560298
0.10134295,0.03393569,0.00018694505,0.000121335426,0.018468276,0.0018018084,0.039769266,0.050186872,5.4263937e-06,0.00050048425,0.039523356,0.02370917,0.022327267,0.04185116,0.020257808,0.023734763,2.7055573e-06,0.020076698,0.04230516,0.016635092,2.4402152e-06,1.7233591e-06,0.01890387,0.02406274,3.044934e-06,0.0023390672,0.004426604,0.01867075,0.010819459,0.5144927,2.8331476e-06,0.52181286,0.102808595,0.7338047,0.44839397
0.0772892,3.7746544e-05,0.00039057856,1.106542e-05,0.025106981,2.2469872e-07,0.00024355449,9.057426e-06,2.9219134e-06,0.010119855,6.862035e-06,2.7933738e-06,0.0020158717,0.0041925,0.00083090883,0.0004946664,1.997551e-06,0.0007152859,0.004128581,0.00059490534,1.7412258e-06,1.7285141e-06,0.00032646907,0.0017685908,1.6391987e-06,0.005233901,8.469925e-07,0.026426107,0.017528756,0.50476223,2.4788415e-06,0.5080804,0.07359011,0.72954935,0.4432352
0.10697524,0.030356495,0.00014673725,0.00011056879,0.020815484,0.0018267992,0.044504616,0.049851842,5.602079e-06,0.0015756261,0.03877965,0.025068425,0.02089671,0.03867519,0.020744313,0.018687164,2.945114e-06,0.016525084,0.04024424,0.016740434,2.5686597e-06,2.3188236e-06,0.019013679,0.022324542,3.3911651e-06,0.0037285818,0.0039411774,0.021103164,0.01307679,0.5105301,3.5428407e-06,0.52043396,0.10757551,0.72934145,0.44909856
0.07419661,0.0007778306,2.5117859e-06,1.8450138e-06,0.02708305,2.8418006e-05,0.0010536961,0.0007624719,3.7633395e-06,0.010225981,0.0007461555,0.00030216252,0.0036985243,0.0069448114,0.00034493013,0.005651285,2.0109883e-06,0.0002727757,0.0051474506,0.00051403366,1.8956674e-06,1.5192009e-06,0.00038456643,0.0041761003,1.7690119e-06,0.0057956423,2.916326e-05,0.026880251,0.01726222,0.5021521,2.1969033e-06,0.50965667,0.076413974,0.7250456,0.44478175
0.10274693,0.03286456,0.00022717113,0.00013942493,0.019310907,0.0017030378,0.041904833,0.05024207,6.9818843e-06,0.0009477133,0.039162777,0.024473784,0.022474792,0.03946423,0.019658243,0.020795584,3.7049804e-06,0.018038722,0.041610084,0.015581958,3.2127737e-06,2.2701906e-06,0.019346666,0.022480294,3.991737e-06,0.002977019,0.0042387866,0.019684473,0.012202924,0.5074344,3.6888475e-06,0.51679516,0.10276613,0.7229293,0.44485125
0.07360323,0.0016789944,5.7012217e-06,4.115381e-06,0.026527254,6.2532665e-05,0.0021468317,0.0016552205,3.2928008e-06,0.009282947,0.0014744715,0.00080461515,0.0041060373,0.007145214,0.00088113715,0.005999386,1.5020416e-06,0.00065243087,0.0059609413,0.0010857416,1.3639309e-06,1.2662136e-06,0.0008397675,0.0041576056,1.4171331e-06,0.0045127883,7.699368e-05,0.026992513,0.01646531,0.50326097,1.6704499e-06,0.5076101,0.07439297,0.7241433,0.44445962
0.076736555,0.00012674271,0.00029110681,1.7787252e-05,0.025679613,1.2024154e-06,0.0005011306,3.95611e-05,2.825684e-06,0.011382783,3.2251486e-05,1.4811548e-05,0.002006569,0.0041828575,0.0010991452,0.0008332931,1.8117038e-06,0.0008333046,0.0037289858,0.000929427,1.7618547e-06,1.7136861e-06,0.00045176732,0.0019360374,1.5479504e-06,0.0052017574,4.2911083e-06,0.026911812,0.017839722,0.5037348,2.402507e-06,0.50666887,0.073810734,0.72718585,0.44364226
0.10256321,0.031312857,0.00022424782,0.0001353955,0.020724408,0.0015104982,0.040495124,0.04655882,8.52328e-06,0.0012825216,0.037175823,0.02413861,0.020531269,0.03691096,0.018581163,0.018751755,3.696665e-06,0.015801623,0.039240517,0.015196955,3.2229377e-06,2.446439e-06,0.018288862,0.021800978,4.0979025e-06,0.003388989,0.0036033362,0.020835256,0.012704142,0.5044048,3.795396e-06,0.51547134,0.10159299,0.72256345,0.4455528
0.10236108,0.032657795,0.00022736027,0.00013863864,0.019164948,0.0017514519,0.04153722,0.050244674,7.27011e-06,0.0009181174,0.041057568,0.024586974,0.022421788,0.04027229,0.020377137,0.02154837,3.5566088e-06,0.017992148,0.04239683,0.015315018,3.2750215e-06,2.387312e-06,0.019477092,0.022925718,4.0888226e-06,0.0028933974,0.0042328634,0.019677803,0.011911177,0.5049994,3.6250826e-06,0.5131122,0.102297544,0.72167665,0.44270903
0.09912379,0.028002296,0.00014395207,0.00011985933,0.022841403,0.0016313189,0.04048603,0.045629613,5.753482e-06,0.0028016863,0.0378992,0.024024958,0.019642651,0.03384451,0.018765347,0.016251795,3.8662465e-06,0.012793018,0.03473346,0.014075539,3.7021903e-06,2.928567e-06,0.017505562,0.018984802,3.9831652e-06,0.004750026,0.0027565814,0.02317198,0.015293609,0.49846023,4.8540232e-06,0.513533,0.09865571,0.7185511,0.44395876
