FlowDuration,BwdPacketLengthStd,DstPort,TotalLengthofFwdPacket,FlowIATMax,PacketLengthVariance,PacketLengthStd,BwdPacketLengthMax,FlowPackets/s,RSTFlagCount,PacketLengthMax,FwdPacketLengthMax,BwdPacketLengthMean,PacketLengthMean,SubflowFwdBytes,BwdSegmentSizeAvg,FwdPackets/s,FwdPacketLengthMean,AveragePacketSize,FwdSegmentSizeAvg,FlowBytes/s,FwdRSTFlags,FwdPacketLengthStd,SubflowBwdBytes,TotalLengthofBwdPacket,FlowIATMean,BwdInitWinBytes,FwdIATMax,FwdIATStd,FwdHeaderLength,BwdBulkRateAvg,BwdHeaderLength,FwdIATTotal,FwdSegSizeMin,FWDInitWinBytes
0.00045349836,0.00955541,0.1213179,6.316059e-07,0.0006645148,0.0009847118,0.01644641,0.006618173,5.5669984e-06,7.424448e-07,0.008362474,0.0094164405,0.008245751,0.018370649,0.0141093945,0.008916173,2.5773095e-06,0.007788462,0.017470218,0.007719622,7.9271064e-07,3.7407145e-07,0.013516435,0.0061119585,1.271024e-06,8.790246e-06,0.003773954,0.00041931597,0.0002891424,0.50289875,5.523732e-07,0.5077348,0.00039450734,0.45242572,0.12324555
0.00094656734,0.009249638,0.12350267,1.2170092e-05,0.00082163984,0.00013670302,0.015508073,0.0062737484,6.183755e-05,1.0638872e-06,0.007872281,0.00753135,0.007977655,0.01641962,0.011786865,0.0073796865,4.3759614e-05,0.0068360493,0.016759422,0.006433868,2.0505264e-05,9.117684e-07,0.01225115,0.00646848,1.74954e-06,0.00018302718,0.0034771366,0.00084255036,0.00059881917,0.5008833,9.818259e-07,0.5001965,0.0009117355,0.45511052,0.12574725
0.000830498,0.009263684,0.1229777,1.3585352e-05,0.0007620473,0.00018673696,0.015823998,0.0064223283,4.4850683e-05,8.003257e-07,0.0079566445,0.007624702,0.008066794,0.01668993,0.01199421,0.0075914613,2.8827053e-05,0.0071451566,0.017053204,0.0067564803,1.7705204e-05,6.954778e-07,0.012399588,0.0066575254,1.4155298e-06,0.00014617182,0.0034395386,0.00074072264,0.0004945125,0.49883246,7.034846e-07,0.49748158,0.0007916959,0.45374683,0.12544858
0.0007925305,0.009488504,0.12257528,6.8458967e-06,0.0006802168,0.00011850593,0.015676469,0.0062790215,7.1375645e-05,1.1473463e-06,0.007729018,0.0077314475,0.008044139,0.016595038,0.012053161,0.0074527385,4.849331e-05,0.0068127043,0.0167427,0.006729813,1.7384284e-05,1.0270536e-06,0.01238284,0.006357239,2.0276054e-06,0.00018501129,0.0034271618,0.00070959266,0.00057476235,0.49736765,9.1501227e-07,0.4963018,0.00077751494,0.4519494,0.124319404
0.0007668699,0.009209831,0.12364084,1.6941889e-05,0.0006989227,0.00023967339,0.015664892,0.006601982,3.421487e-05,6.1212137e-07,0.007903854,0.0076764333,0.008291088,0.01671387,0.011876231,0.0076287263,2.1288235e-05,0.006880199,0.017136466,0.006557651,1.5319838e-05,6.332113e-07,0.012346027,0.0066752615,1.1416902e-06,0.00012164764,0.0033763205,0.0006219451,0.0004723101,0.5005159,4.712185e-07,0.499032,0.00074784976,0.45483345,0.12558286
0.0008136868,0.009273107,0.123538226,7.4056848e-06,0.0006901665,0.0001558994,0.015376766,0.0065370193,5.5721343e-05,1.1323606e-06,0.007628571,0.007608663,0.008138854,0.016507287,0.012011334,0.0075229215,3.420727e-05,0.00683036,0.01642156,0.0066346833,1.3263427e-05,8.7456345e-07,0.012328353,0.0065705744,1.4701814e-06,0.00018953135,0.0034933216,0.0006398835,0.00056132814,0.49957877,7.4810663e-07,0.4992741,0.0008384734,0.4537055,0.12552123
0.0008100666,0.00981705,0.12229221,2.4207523e-06,0.0009422353,0.00055467174,0.015314909,0.006200693,2.1027568e-05,9.8725e-07,0.0077162953,0.007904917,0.008082062,0.01655768,0.012888894,0.008597488,8.493216e-06,0.006081075,0.015920475,0.0066930125,3.5021233e-06,6.351267e-07,0.012138974,0.006273695,1.4912669e-06,5.9712802e-05,0.0036145824,0.0006778331,0.00039743018,0.50320953,6.787991e-07,0.507139,0.000795645,0.45637923,0.12623768
0.0007797334,0.009244657,0.12306169,8.697312e-06,0.0007061578,0.00014617083,0.015468462,0.006662219,6.511902e-05,1.1867579e-06,0.0076632886,0.0075614303,0.00802402,0.016429635,0.012024633,0.0076463195,3.919448e-05,0.0066532884,0.016358387,0.00662754,1.4477484e-05,9.6709e-07,0.0124098575,0.006797326,1.7066828e-06,0.00020210266,0.0035225227,0.0007424512,0.0006185863,0.49815148,8.107365e-07,0.49835384,0.00085814594,0.45321053,0.12555857
0.00087079755,0.00965035,0.123932555,1.3427695e-05,0.0008026166,0.00018279173,0.01571451,0.0067116027,5.351786e-05,1.0018545e-06,0.007897796,0.007800883,0.008392615,0.016744161,0.012058215,0.007820487,3.4182518e-05,0.0069906656,0.01700603,0.0066090752,1.7144794e-05,8.6309853e-07,0.01258521,0.006921223,1.5109997e-06,0.00017909506,0.0036143097,0.00079865,0.0006076597,0.5025258,7.5374766e-07,0.5019743,0.0009040775,0.4570315,0.12617637
0.00079604465,0.009468359,0.12325661,1.1459452e-05,0.00072914467,0.00018782643,0.015517367,0.0065546134,5.3568e-05,1.0405872e-06,0.0076765567,0.007659896,0.008263536,0.01648717,0.011947259,0.0077437228,3.1537442e-05,0.006769334,0.016688075,0.006699762,1.4625985e-05,8.111843e-07,0.012284188,0.0068165776,1.427857e-06,0.000185674,0.0035794266,0.0007403867,0.00059496006,0.49915433,6.906139e-07,0.49894735,0.0008530782,0.45395198,0.12560113
0.00088304887,0.009672436,0.123332106,4.9393625e-06,0.00078266085,0.00022492664,0.015472595,0.0066098706,5.4180186e-05,1.072442e-06,0.00768939,0.007897882,0.007947958,0.01664874,0.012419826,0.00774458,2.6787695e-05,0.0069321194,0.017125797,0.006562747,1.0939991e-05,8.125035e-07,0.012212176,0.006337384,8.278724e-07,0.00018454739,0.0034838845,0.00071300165,0.0005023793,0.49786836,7.390842e-07,0.4998142,0.00077318965,0.4544514,0.12560578
5.934268e-05,0.011861551,0.11850491,4.7262436e-08,0.00012950221,0.037731044,0.15596509,0.008389001,3.8412443e-07,1.6621597e-06,0.1000016,0.10575662,0.009992704,0.15428261,0.16369967,0.016362622,2.1052787e-07,0.09278639,0.1343694,0.10703625,3.620531e-08,4.854348e-07,0.12264331,0.0052261115,4.4433964e-06,6.429144e-08,0.005724284,0.00012891932,0.00010768513,0.4898622,1.4121671e-06,0.50479335,4.7303973e-05,0.44749057,0.120242864
0.0009690767,0.009735424,0.12242789,4.0207697e-06,0.0009297326,0.00029057747,0.015702514,0.006377863,5.7158864e-05,1.2000601e-06,0.0076829167,0.007749342,0.008104394,0.016356101,0.0119911665,0.007786756,2.9238869e-05,0.0065565575,0.016380982,0.0063908785,1.2540252e-05,9.729421e-07,0.012382793,0.0063595916,9.99812e-07,0.00016881719,0.0036433667,0.000799052,0.0005113929,0.4978529,9.158067e-07,0.500052,0.0008184014,0.45221704,0.12454003
0.0008544025,0.009383468,0.12327508,1.5784142e-05,0.0007567288,0.00019232523,0.015746346,0.0066051157,4.375356e-05,7.337916e-07,0.007949158,0.0076430235,0.008131002,0.016589748,0.011878777,0.0075587146,2.945627e-05,0.0068802675,0.01683749,0.006488832,1.8333765e-05,7.585828e-07,0.012533703,0.0068200454,1.3472142e-06,0.00014355537,0.0035420824,0.00072930485,0.0005515613,0.50009847,6.3956685e-07,0.49901026,0.00083384063,0.4546054,0.12549062
0.00078119116,0.00954102,0.12363915,6.999905e-06,0.0007289637,0.00013126903,0.0154715385,0.0066071316,6.818668e-05,1.1575697e-06,0.007783754,0.007650789,0.0082363,0.016411914,0.011968815,0.007866916,4.2538406e-05,0.0065155914,0.01666657,0.0066365683,1.4223284e-05,9.843451e-07,0.0123279,0.0067131,1.7251481e-06,0.00020495802,0.003515557,0.0006942078,0.00057796144,0.5016243,8.328296e-07,0.5017688,0.0008390341,0.45560023,0.12598313
0.00090814265,0.009279978,0.12340866,1.2563882e-05,0.00079678005,0.0001606115,0.015654616,0.0064554475,5.5542663e-05,1.0880763e-06,0.007815293,0.007621729,0.008034115,0.016607245,0.012119912,0.0076506916,3.9282113e-05,0.007104624,0.01671242,0.006706982,1.8072215e-05,8.977124e-07,0.012463737,0.006674158,1.6968673e-06,0.00018625027,0.003502165,0.0008010169,0.0005933325,0.49897054,8.597665e-07,0.49826747,0.00088880875,0.45370844,0.12566754
0.0009033186,0.009419007,0.12433028,1.4639758e-05,0.0008377502,0.0001877618,0.015923584,0.0066393893,4.6388588e-05,8.526104e-07,0.007745357,0.0077435435,0.008166999,0.01671782,0.011805641,0.0078084045,3.16641e-05,0.0067987647,0.016880915,0.0065577286,1.817869e-05,7.8140096e-07,0.0125935795,0.006763245,1.4485842e-06,0.00016963105,0.0035240832,0.0007884673,0.0005667898,0.5034295,6.878926e-07,0.5026976,0.00086189463,0.45769897,0.12635511
8.901944e-05,0.010789208,0.11910255,5.781677e-08,0.00018102533,0.009638353,0.056918312,0.00732482,4.469498e-07,7.4831064e-07,0.03556209,0.036909863,0.010131828,0.05845735,0.059521973,0.013377716,2.8421516e-07,0.031673636,0.053301506,0.03125645,3.7599918e-08,3.873499e-07,0.049020417,0.005185008,1.818068e-06,1.5228389e-07,0.004554587,0.00013004782,0.00015721649,0.50281084,7.857687e-07,0.5102527,9.229458e-05,0.45622468,0.12159464
1.3442767e-12,0.0005844772,0.17659025,0.052359655,1.4798098e-09,0.43255147,0.83804095,7.417223e-05,2.1783806e-11,4.1603205e-05,0.8651544,0.9066378,0.00027642105,0.8688547,0.9934336,0.0018063543,1.3129164e-08,0.9029797,0.8841834,0.87569034,0.0027008357,1.5990923e-05,0.55156696,1.9120162e-05,2.7976372e-05,6.536806e-08,0.025951462,1.7613973e-10,1.4231685e-12,0.6607998,2.7597522e-05,0.6615486,3.396939e-13,0.6053134,0.17034994
0.00096737116,0.009210662,0.122944735,1.1613255e-05,0.00085173064,0.00013204689,0.015565064,0.0062832204,6.5204455e-05,1.2194619e-06,0.007833214,0.007684727,0.008055702,0.016333845,0.0119421445,0.007568211,5.017984e-05,0.006934969,0.016732162,0.0066501126,2.1271959e-05,1.014337e-06,0.012363651,0.0065233335,1.9608701e-06,0.00019831464,0.0035563258,0.0008942074,0.0006209624,0.49815077,1.0515769e-06,0.49784887,0.0009038902,0.45343494,0.12586534
0.00031126564,0.009563196,0.12176476,3.259556e-07,0.00047752145,0.0012437555,0.016603786,0.0057823234,2.847876e-06,6.5686635e-07,0.008914926,0.008825734,0.0078405505,0.018273832,0.014095444,0.009064147,1.6085027e-06,0.008052837,0.017912513,0.0077861045,3.579338e-07,2.8394425e-07,0.013952017,0.005687209,8.399205e-07,6.06721e-06,0.003619162,0.00033246825,0.00023410747,0.50013214,4.6166687e-07,0.50810826,0.00029587556,0.4498935,0.12264732
0.0007877834,0.009411749,0.12324238,6.79861e-06,0.00070570986,0.0001354784,0.015559247,0.0063608936,6.0604452e-05,1.0099163e-06,0.00771593,0.0076491092,0.007926223,0.016680323,0.01194627,0.007673692,3.861059e-05,0.006667475,0.016553774,0.006870438,1.582292e-05,8.7620464e-07,0.012419082,0.006462859,1.7022354e-06,0.00017413723,0.0033584964,0.000695596,0.00052862574,0.49945724,8.0297866e-07,0.49866745,0.0007959112,0.45366308,0.12520294
0.00056024495,0.0094941445,0.12497593,3.1430285e-05,0.00068329525,0.0003988468,0.016126841,0.006123286,1.4761152e-05,4.1693255e-07,0.007995873,0.007883159,0.008506567,0.0167499,0.01162498,0.007965683,1.0629162e-05,0.0070105833,0.01756318,0.0068137795,1.7120368e-05,4.4144326e-07,0.012024254,0.006829034,6.8481296e-07,8.335618e-05,0.003727778,0.0005831059,0.00028609094,0.5030399,2.929693e-07,0.5008899,0.00053123996,0.45747873,0.12503415
0.0012064178,0.009638757,0.12516502,2.190959e-06,0.0011353003,0.00047475428,0.015136577,0.0063513867,2.64324e-05,1.5500689e-06,0.0076837884,0.007925736,0.00818741,0.016313378,0.012036201,0.007985032,1.2790791e-05,0.0066591585,0.016884232,0.0061602946,4.110314e-06,7.758851e-07,0.01199364,0.0062682806,1.6571611e-06,8.543061e-05,0.0036876372,0.0009276938,0.00051790226,0.5044026,9.015655e-07,0.50637966,0.0010007952,0.45849812,0.12620565
0.0002975403,0.009351529,0.12252148,2.3818762e-07,0.00037417834,0.0016003723,0.018008022,0.005619293,1.6667631e-06,5.319959e-07,0.009696524,0.011025866,0.008487602,0.020211283,0.016569927,0.00950713,9.781222e-07,0.009519696,0.020458633,0.008552365,2.5925314e-07,2.3560872e-07,0.015561117,0.0048921397,8.9921355e-07,2.5078007e-06,0.003981782,0.0002459276,0.00020271308,0.5110838,5.4749677e-07,0.51709956,0.00018289668,0.4563937,0.124843046
0.00066324836,0.009339032,0.12361441,4.7320805e-06,0.0006344652,0.0001304302,0.015356513,0.0062566656,5.9892267e-05,9.740329e-07,0.0075183944,0.007677647,0.008086651,0.016133241,0.012106691,0.007547852,3.5787507e-05,0.0066854027,0.016718667,0.0064758356,1.2284988e-05,8.785241e-07,0.012193421,0.0063779266,1.3985542e-06,0.00016574647,0.0033452953,0.0006082446,0.000490515,0.4986035,7.0345305e-07,0.4993804,0.0007186092,0.4531928,0.12548836
0.0008775222,0.009526673,0.12415142,4.9600235e-06,0.00075984036,0.00016524576,0.015633924,0.006396956,5.795797e-05,1.165729e-06,0.0077912225,0.007782697,0.008216168,0.016495261,0.0123372795,0.007898745,3.5867524e-05,0.0069573587,0.016837595,0.0065635806,1.29396385e-05,9.254081e-07,0.012613262,0.006557651,1.2058766e-06,0.00019731047,0.0034251704,0.0006896106,0.00051016576,0.5019559,8.2335214e-07,0.50344056,0.00077333074,0.45577753,0.1258924
0.0009911989,0.00933758,0.124201104,1.8073231e-05,0.0008504453,0.00018147136,0.01578905,0.0065376326,4.1560852e-05,7.291103e-07,0.008286976,0.007984674,0.008387181,0.016807232,0.011826454,0.0075930883,3.020227e-05,0.0069183456,0.016977461,0.006806332,2.111506e-05,7.539619e-07,0.012546757,0.006694319,1.4324725e-06,0.00014266891,0.003551478,0.00076458044,0.0005062029,0.50298345,6.923364e-07,0.501635,0.0008704839,0.4573587,0.12636787
0.0011051176,0.00962169,0.12373305,4.138749e-06,0.0010772804,0.00032740476,0.01548619,0.0067278277,5.0997485e-05,1.1919527e-06,0.007597783,0.007703108,0.007899406,0.016002899,0.011882422,0.0077384156,2.1674172e-05,0.006203035,0.01585468,0.0064802705,1.0227527e-05,1.003505e-06,0.012335746,0.0064236396,1.0269957e-06,0.00016744106,0.0035913663,0.00089602196,0.0005518261,0.50037134,8.152325e-07,0.5050757,0.0010311552,0.45335034,0.12576462
0.0008551164,0.009342747,0.123631865,9.944706e-06,0.00073255185,0.00015923512,0.015599404,0.006640399,6.0760183e-05,1.1573236e-06,0.007809586,0.0077430666,0.008138334,0.016597342,0.011957655,0.007684781,3.6900674e-05,0.0068418947,0.01672232,0.0067440276,1.4621648e-05,9.131189e-07,0.012407263,0.006723524,1.599592e-06,0.00020267424,0.0035642597,0.00072449667,0.0006047492,0.5002299,8.0604605e-07,0.5002593,0.00089649373,0.45482892,0.12585123
0.0007171483,0.009307709,0.12331711,7.216851e-06,0.00068284903,0.00015963953,0.0156277,0.0062731304,5.9629714e-05,1.0971312e-06,0.007826138,0.007827609,0.008164237,0.016211966,0.012021071,0.007522808,3.457103e-05,0.0068571824,0.016540382,0.0067159203,1.1652973e-05,8.585677e-07,0.012470488,0.006367413,1.5675959e-06,0.00018423022,0.00343157,0.00064956327,0.000552431,0.4990156,6.8804616e-07,0.5001012,0.0007631811,0.45428574,0.12540294
0.00078138284,0.009545495,0.12383648,5.606526e-06,0.00071503717,0.00014003275,0.015489171,0.0064680814,6.0308586e-05,1.0633648e-06,0.0078213,0.00768224,0.0081978915,0.016377818,0.012011768,0.007755636,3.588309e-05,0.006492719,0.016494509,0.006606183,1.3283401e-05,8.9160005e-07,0.012367583,0.006691773,1.429184e-06,0.0001948724,0.0034555953,0.0006613904,0.000528906,0.5010689,7.402545e-07,0.50186557,0.0007962476,0.45569864,0.12599164
5.5629244e-18,2.8311488e-05,0.18803468,0.011400869,9.069373e-14,0.60375345,0.9392709,1.8423993e-06,3.5492184e-15,8.9690375e-06,0.9820164,0.9889994,1.3830037e-05,0.8774567,0.9996008,0.0002156961,4.4487896e-11,0.9694444,0.9350651,0.9643149,0.00027597285,3.5141773e-06,0.7283786,3.739541e-07,5.0662748e-06,6.670137e-11,0.025715433,7.041843e-15,1.6165344e-17,0.69307786,6.623677e-06,0.6849432,1.2997887e-18,0.60975754,0.18149988
0.00071029895,0.009489993,0.12395837,2.055133e-05,0.0006696143,0.0002940104,0.015955498,0.006621271,2.4872174e-05,5.099553e-07,0.008155458,0.007864378,0.00820948,0.016824448,0.011874469,0.008069198,1.4486974e-05,0.006792293,0.017158903,0.0066682613,1.4772404e-05,5.1682446e-07,0.012439579,0.006753524,8.8097306e-07,9.996128e-05,0.0036047555,0.00058763346,0.00039181914,0.5033396,3.4474655e-07,0.5015528,0.000664669,0.45781255,0.12542394
6.2835632e-21,5.118491e-06,0.1714568,0.0057255407,3.4656372e-16,0.6801939,0.96647125,2.9975075e-07,2.504282e-17,5.873778e-06,0.9937604,0.9968645,2.5783124e-06,0.8882425,0.9999125,8.870329e-05,1.6749397e-12,0.9873777,0.9555242,0.9838756,0.000109184206,1.6229405e-06,0.8141166,4.7265143e-08,2.1459816e-06,2.6365182e-12,0.025706373,2.5233939e-17,2.9206138e-20,0.73201317,5.0194235e-06,0.7085069,1.2174692e-21,0.62421036,0.16341332
